rule_0,36.230.166.13
rule_30643,76.64.53.238
rule_30644,81.211.91.89
rule_30645,11.229.22.117
rule_30646,55.164.192.32
rule_30647,98.129.5.28
rule_30648,97.210.61.15
rule_30649,121.162.230.160
rule_30650,40.79.243.247
rule_30651,54.156.187.77
rule_30652,128.180.22.201
rule_30653,51.213.86.243
rule_30654,138.23.29.187
rule_30655,152.115.152.250
rule_30656,20.165.30.245
rule_30657,86.151.114.147
rule_30658,169.242.127.15
rule_30659,73.185.242.198
rule_30660,169.183.98.164
rule_30661,77.172.224.53
rule_30662,43.71.161.45
rule_30663,161.90.77.86
rule_30664,110.98.251.149
rule_30665,170.213.196.131
rule_30666,146.172.208.107
rule_30667,79.79.64.191
rule_30668,21.77.181.206
rule_30669,99.128.253.115
rule_30670,31.136.244.95
rule_30671,175.174.208.135
rule_30672,10.226.89.173
rule_30673,48.179.224.233
rule_30674,128.148.226.125
rule_30675,121.73.26.61
rule_30676,127.229.226.121
rule_30677,124.10.157.47
rule_30678,46.39.201.106
rule_30679,72.64.21.96
rule_30680,121.169.109.64
rule_30681,74.194.154.35
rule_30682,141.119.179.234
rule_30683,14.161.59.243
rule_30684,120.176.135.189
rule_30685,22.35.24.60
rule_30686,132.31.12.124
rule_30687,44.111.144.187
rule_30688,70.133.78.121
rule_30689,54.148.237.150
rule_30690,27.48.213.9
rule_30691,14.99.40.138
rule_30692,162.37.58.16
rule_30693,152.196.75.240
rule_30694,168.229.4.159
rule_30695,19.33.27.75
rule_30696,166.153.42.33
rule_30697,157.128.159.139
rule_30698,23.239.107.228
rule_30699,37.213.231.60
rule_30700,25.156.29.132
rule_30701,21.9.238.110
rule_30702,136.203.196.185
rule_30703,86.112.236.106
rule_30704,118.105.14.86
rule_30705,81.4.236.254
rule_30706,10.235.6.77
rule_30707,140.136.11.87
rule_30708,173.9.217.1
rule_30709,58.209.103.221
rule_30710,27.152.156.250
rule_30711,33.40.127.175
rule_30712,161.117.124.106
rule_30713,75.25.41.151
rule_30714,98.122.115.199
rule_30715,14.97.91.58
rule_30716,99.252.149.79
rule_30717,135.248.198.70
rule_30718,115.97.2.171
rule_30719,154.243.46.240
rule_30720,24.183.66.19
rule_30721,167.30.226.77
rule_30722,89.76.31.51
rule_30723,27.21.42.112
rule_30724,78.4.151.66
rule_30725,176.64.50.141
rule_30726,161.238.53.201
rule_30727,92.13.77.64
rule_30728,140.184.145.195
rule_30729,177.23.239.109
rule_30730,102.55.52.119
rule_30731,77.141.182.195
rule_30732,84.52.86.116
rule_30733,144.12.237.246
rule_30734,98.103.30.66
rule_30735,77.107.30.174
rule_30736,43.201.68.30
rule_30737,156.166.138.69
rule_30738,74.154.85.99
rule_30739,134.193.195.100
rule_30740,144.97.56.173
rule_30741,142.24.97.58
rule_30742,154.169.183.248
rule_30743,187.119.40.168
rule_30744,35.44.219.188
rule_30745,127.55.175.36
rule_30746,105.72.201.128
rule_30747,37.118.174.202
rule_30748,104.171.87.123
rule_30749,114.24.211.43
rule_30750,122.35.185.218
rule_30751,89.59.102.86
rule_30752,105.216.217.243
rule_30753,34.91.46.216
rule_30754,85.223.171.241
rule_30755,47.161.182.194
rule_30756,88.98.91.195
rule_30757,34.178.140.10
rule_30758,43.195.221.63
rule_30759,87.201.165.245
rule_30760,149.227.128.22
rule_30761,67.210.40.144
rule_30762,160.194.150.206
rule_30763,110.195.35.49
rule_30764,107.8.122.233
rule_30765,178.17.143.119
rule_30766,163.155.3.85
rule_30767,46.123.111.214
rule_30768,150.111.72.157
rule_30769,18.222.199.173
rule_30770,165.227.58.252
rule_30771,176.55.100.246
rule_30772,144.86.166.85
rule_30773,99.10.108.6
rule_30774,151.234.219.239
rule_30775,105.95.80.167
rule_30776,182.118.92.4
rule_30777,167.183.219.167
rule_30778,44.158.248.157
rule_30779,169.17.238.1
rule_30780,90.40.182.176
rule_30781,124.59.137.142
rule_30782,123.63.93.23
rule_30783,120.236.4.215
rule_30784,42.220.34.186
rule_30785,87.99.135.86
rule_30786,82.138.242.1
rule_30787,24.61.184.25
rule_30788,89.155.136.46
rule_30789,41.36.28.125
rule_30790,17.92.215.188
rule_30791,143.149.134.126
rule_30792,75.12.42.126
rule_30793,127.119.9.69
rule_30794,149.72.103.74
rule_30795,33.103.4.244
rule_30796,61.156.116.233
rule_30797,79.252.31.207
rule_30798,169.115.178.146
rule_30799,24.146.7.106
rule_30800,147.146.154.65
rule_30801,67.105.254.144
rule_30802,135.84.57.57
rule_30803,42.205.23.92
rule_30804,128.178.194.27
rule_30805,163.77.106.82
rule_30806,30.50.141.105
rule_30807,110.145.190.198
rule_30808,132.47.181.145
rule_30809,95.157.138.58
rule_30810,84.164.172.238
rule_30811,181.238.38.24
rule_30812,140.182.243.250
rule_30813,49.241.67.11
rule_30814,18.42.244.94
rule_30815,30.8.128.105
rule_30816,23.149.27.68
rule_30817,144.165.51.41
rule_30818,61.113.227.62
rule_30819,178.150.146.115
rule_30820,19.246.74.125
rule_30821,142.49.85.21
rule_30822,149.191.35.228
rule_30823,180.218.250.71
rule_30824,53.2.195.69
rule_30825,116.79.238.62
rule_30826,92.37.229.21
rule_30827,63.18.13.249
rule_30828,62.204.75.70
rule_30829,31.250.195.111
rule_30830,191.111.130.183
rule_30831,64.154.172.71
rule_30832,109.11.38.135
rule_30833,187.188.156.134
rule_30834,153.1.242.244
rule_30835,16.146.89.183
rule_30836,140.197.251.160
rule_30837,25.23.15.15
rule_30838,94.239.21.115
rule_30839,70.108.14.141
rule_30840,185.173.98.252
rule_30841,40.121.109.90
rule_30842,132.210.155.38
rule_30843,136.3.87.158
rule_30844,141.139.246.109
rule_30845,114.171.110.186
rule_30846,177.38.82.80
rule_30847,24.1.245.186
rule_30848,50.138.107.18
rule_30849,68.165.247.9
rule_30850,16.94.194.50
rule_30851,138.105.56.125
rule_30852,120.212.16.234
rule_30853,160.249.245.195
rule_30854,19.116.248.224
rule_30855,125.93.133.216
rule_30856,138.193.97.147
rule_30857,97.27.104.131
rule_30858,18.215.100.238
rule_30859,44.252.193.200
rule_30860,124.203.118.203
rule_30861,163.240.253.206
rule_30862,80.77.196.128
rule_30863,122.114.74.177
rule_30864,75.57.184.135
rule_30865,187.6.27.169
rule_30866,19.209.121.1
rule_30867,61.123.107.95
rule_30868,155.129.40.205
rule_30869,63.150.152.16
rule_30870,144.227.111.248
rule_30871,189.50.232.106
rule_30872,102.14.49.230
rule_30873,121.110.212.35
rule_30874,157.70.188.46
rule_30875,48.136.118.25
rule_30876,175.5.207.10
rule_30877,179.12.31.127
rule_30878,171.77.132.95
rule_30879,152.164.108.78
rule_30880,185.1.34.36
rule_30881,46.57.235.23
rule_30882,56.110.211.205
rule_30883,39.203.200.42
rule_30884,177.55.171.13
rule_30885,39.37.237.211
rule_30886,102.54.238.54
rule_30887,106.149.95.145
rule_30888,92.81.33.53
rule_30889,183.121.10.24
rule_30890,108.246.248.254
rule_30891,87.121.129.25
rule_30892,92.229.130.41
rule_30893,136.73.112.15
rule_30894,44.18.44.168
rule_30895,158.139.71.194
rule_30896,172.105.59.157
rule_30897,150.60.75.252
rule_30898,184.221.137.58
rule_30899,176.237.99.235
rule_30900,24.119.30.19
rule_30901,22.246.118.158
rule_30902,83.223.36.56
rule_30903,29.65.235.182
rule_30904,55.254.138.95
rule_30905,13.38.55.136
rule_30906,169.75.206.44
rule_30907,117.39.67.251
rule_30908,89.221.105.65
rule_30909,48.229.223.237
rule_30910,136.73.204.72
rule_30911,53.166.15.136
rule_30912,158.172.195.189
rule_30913,77.25.58.236
rule_30914,168.209.87.199
rule_30915,69.195.123.61
rule_30916,182.3.250.110
rule_30917,67.142.242.170
rule_30918,17.146.225.114
rule_30919,190.219.64.203
rule_30920,178.186.228.207
rule_30921,172.249.10.192
rule_30922,66.223.222.139
rule_30923,18.99.193.232
rule_30924,40.49.202.52
rule_30925,81.73.35.187
rule_30926,131.17.75.229
rule_30927,70.15.74.37
rule_30928,55.182.17.22
rule_30929,158.48.178.254
rule_30930,28.139.123.224
rule_30931,86.137.114.159
rule_30932,53.215.64.99
rule_30933,27.22.5.145
rule_30934,184.70.49.124
rule_30935,53.142.210.108
rule_30936,161.221.217.187
rule_30937,48.177.147.106
rule_30938,169.162.44.209
rule_30939,191.105.200.143
rule_30940,116.163.16.110
rule_30941,176.51.40.154
rule_30942,79.7.62.134
rule_30943,85.176.158.204
rule_30944,49.49.14.11
rule_30945,90.136.19.6
rule_30946,16.177.248.172
rule_30947,93.22.135.177
rule_30948,110.91.185.90
rule_30949,23.254.215.176
rule_30950,139.49.132.23
rule_30951,123.218.189.128
rule_30952,166.198.128.176
rule_30953,66.37.231.169
rule_30954,113.96.227.122
rule_30955,69.139.193.170
rule_30956,10.77.52.239
rule_30957,12.19.127.16
rule_30958,117.190.116.111
rule_30959,107.26.29.208
rule_30960,187.20.76.219
rule_30961,173.210.218.23
rule_30962,170.77.41.6
rule_30963,68.7.101.174
rule_30964,18.67.102.14
rule_30965,183.159.170.96
rule_30966,103.37.13.80
rule_30967,59.249.245.15
rule_30968,112.145.211.30
rule_30969,168.206.101.1
rule_30970,182.131.91.21
rule_30971,140.25.237.237
rule_30972,61.74.249.183
rule_30973,156.247.134.162
rule_30974,42.90.221.88
rule_30975,148.33.207.9
rule_30976,150.154.23.162
rule_30977,108.40.62.115
rule_30978,16.20.156.235
rule_30979,188.149.44.251
rule_30980,132.184.145.201
rule_30981,153.195.160.67
rule_30982,29.179.118.110
rule_30983,137.88.69.200
rule_30984,125.45.117.172
rule_30985,41.237.127.41
rule_30986,189.22.17.72
rule_30987,31.218.9.216
rule_30988,135.95.41.85
rule_30989,122.79.216.6
rule_30990,143.141.94.52
rule_30991,32.162.174.78
rule_30992,87.64.224.53
rule_30993,62.192.102.19
rule_30994,143.203.209.92
rule_30995,15.250.21.143
rule_30996,73.174.152.55
rule_30997,108.188.69.75
rule_30998,30.191.96.160
rule_30999,86.2.114.193
rule_31000,114.49.172.145
rule_31001,167.230.13.243
rule_31002,164.151.101.11
rule_31003,66.156.150.192
rule_31004,13.45.150.108
rule_31005,17.147.12.198
rule_31006,102.47.135.145
rule_31007,88.235.5.139
rule_31008,67.50.29.167
rule_31009,83.121.206.32
rule_31010,39.221.24.116
rule_31011,43.228.56.175
rule_31012,14.96.207.227
rule_31013,184.9.28.4
rule_31014,106.221.209.16
rule_31015,42.105.166.128
rule_31016,117.112.115.221
rule_31017,67.216.118.88
rule_31018,86.69.154.186
rule_31019,171.215.7.33
rule_31020,178.79.221.42
rule_31021,148.92.65.4
rule_31022,54.90.36.216
rule_31023,29.157.152.167
rule_31024,90.169.25.71
rule_31025,121.62.137.13
rule_31026,141.128.30.117
rule_31027,143.94.130.246
rule_31028,170.196.134.254
rule_31029,24.108.106.204
rule_31030,89.221.124.237
rule_31031,63.18.119.16
rule_31032,130.225.243.218
rule_31033,10.68.169.122
rule_31034,187.37.217.214
rule_31035,39.125.200.51
rule_31036,130.182.77.97
rule_31037,110.85.234.65
rule_31038,12.39.57.207
rule_31039,97.138.18.99
rule_31040,162.190.10.251
rule_31041,29.150.221.250
rule_31042,27.155.181.33
rule_31043,25.48.178.98
rule_31044,121.238.171.43
rule_31045,117.170.187.20
rule_31046,47.195.149.120
rule_31047,162.216.218.124
rule_31048,114.214.178.77
rule_31049,48.136.33.184
rule_31050,161.54.129.194
rule_31051,116.200.114.192
rule_31052,37.184.187.208
rule_31053,19.29.151.136
rule_31054,133.139.51.205
rule_31055,187.137.57.219
rule_31056,147.46.68.92
rule_31057,175.204.34.143
rule_31058,189.228.147.20
rule_31059,136.221.39.52
rule_31060,152.30.64.54
rule_31061,58.46.13.8
rule_31062,25.181.177.166
rule_31063,136.51.17.4
rule_31064,149.118.254.104
rule_31065,175.79.212.241
rule_31066,49.15.254.217
rule_31067,88.222.90.158
rule_31068,55.122.137.179
rule_31069,180.130.217.35
rule_31070,24.72.253.79
rule_31071,52.45.141.163
rule_31072,96.233.138.194
rule_31073,14.180.85.175
rule_31074,134.200.92.76
rule_31075,131.237.71.90
rule_31076,158.201.251.45
rule_31077,143.140.115.156
rule_31078,144.59.107.141
rule_31079,166.249.33.177
rule_31080,136.174.65.109
rule_31081,85.95.103.136
rule_31082,32.108.10.146
rule_31083,25.171.203.49
rule_31084,73.31.64.1
rule_31085,50.166.132.63
rule_31086,93.23.62.158
rule_31087,76.52.217.124
rule_31088,43.165.147.47
rule_31089,61.49.190.167
rule_31090,26.42.94.81
rule_31091,128.243.198.67
rule_31092,57.35.151.58
rule_31093,61.146.30.135
rule_31094,176.114.166.7
rule_31095,172.58.243.206
rule_31096,137.175.55.198
rule_31097,126.139.140.52
rule_31098,141.153.237.32
rule_31099,106.63.70.123
rule_31100,18.31.44.173
rule_31101,139.250.66.23
rule_31102,92.160.247.187
rule_31103,134.64.220.56
rule_31104,98.79.156.48
rule_31105,102.246.225.131
rule_31106,10.119.159.16
rule_31107,179.140.32.60
rule_31108,138.213.106.162
rule_31109,82.121.135.112
rule_31110,64.158.3.186
rule_31111,12.16.8.188
rule_31112,70.43.4.194
rule_31113,33.149.59.41
rule_31114,143.222.36.185
rule_31115,160.157.242.113
rule_31116,32.171.235.102
rule_31117,85.214.101.170
rule_31118,167.72.113.53
rule_31119,11.136.57.53
rule_31120,38.202.241.228
rule_31121,153.61.210.254
rule_31122,170.93.235.15
rule_31123,132.242.177.28
rule_31124,37.234.231.153
rule_31125,15.68.141.29
rule_31126,182.248.243.42
rule_31127,17.181.65.253
rule_31128,143.75.249.35
rule_31129,77.83.124.52
rule_31130,94.60.61.17
rule_31131,90.160.239.248
rule_31132,72.11.70.80
rule_31133,141.142.240.205
rule_31134,78.164.37.234
rule_31135,46.96.151.79
rule_31136,80.150.236.82
rule_31137,129.26.116.249
rule_31138,158.115.11.135
rule_31139,102.216.14.180
rule_31140,176.234.109.84
rule_31141,92.117.118.141
rule_31142,93.68.99.140
rule_31143,123.120.90.251
rule_31144,133.22.217.62
rule_31145,133.164.189.245
rule_31146,154.65.70.129
rule_31147,175.208.241.105
rule_31148,118.249.224.233
rule_31149,109.151.77.21
rule_31150,172.253.98.131
rule_31151,117.108.56.202
rule_31152,101.174.178.194
rule_31153,137.183.108.233
rule_31154,111.119.106.248
rule_31155,152.28.126.139
rule_31156,97.107.215.148
rule_31157,107.237.95.228
rule_31158,165.177.36.238
rule_31159,10.40.181.129
rule_31160,81.21.104.164
rule_31161,105.224.154.171
rule_31162,145.216.174.218
rule_31163,82.162.30.62
rule_31164,127.131.87.146
rule_31165,148.71.22.226
rule_31166,125.164.113.222
rule_31167,21.240.135.33
rule_31168,64.123.212.152
rule_31169,30.143.25.55
rule_31170,86.128.207.195
rule_31171,90.161.239.85
rule_31172,145.57.126.44
rule_31173,154.225.231.108
rule_31174,87.135.6.215
rule_31175,75.65.21.221
rule_31176,70.64.210.186
rule_31177,73.172.182.162
rule_31178,68.234.189.186
rule_31179,173.175.19.142
rule_31180,113.57.198.176
rule_31181,17.131.232.246
rule_31182,100.159.190.234
rule_31183,179.144.232.168
rule_31184,130.22.177.190
rule_31185,44.238.119.210
rule_31186,141.206.128.66
rule_31187,119.103.103.82
rule_31188,131.112.221.36
rule_31189,101.37.226.207
rule_31190,73.99.63.192
rule_31191,88.143.139.66
rule_31192,48.132.196.86
rule_31193,35.54.247.212
rule_31194,81.240.6.22
rule_31195,100.81.245.174
rule_31196,71.19.223.217
rule_31197,164.126.56.80
rule_31198,31.216.220.97
rule_31199,139.192.76.23
rule_31200,184.7.92.44
rule_31201,152.44.184.32
rule_31202,20.166.137.72
rule_31203,120.78.24.41
rule_31204,117.251.228.89
rule_31205,87.77.33.110
rule_31206,139.8.14.134
rule_31207,65.252.62.113
rule_31208,45.115.50.75
rule_31209,67.161.253.201
rule_31210,15.220.63.125
rule_31211,153.100.84.236
rule_31212,101.175.195.197
rule_31213,18.116.171.49
rule_31214,153.197.212.10
rule_31215,187.189.188.193
rule_31216,144.218.170.69
rule_31217,176.150.132.171
rule_31218,147.251.85.15
rule_31219,31.253.6.97
rule_31220,106.218.243.40
rule_31221,174.139.17.95
rule_31222,112.234.254.184
rule_31223,119.14.165.200
rule_31224,151.49.177.124
rule_31225,131.159.25.23
rule_31226,45.196.94.72
rule_31227,122.151.222.105
rule_31228,87.3.165.130
rule_31229,71.95.132.23
rule_31230,177.219.204.222
rule_31231,72.22.147.185
rule_31232,40.70.183.40
rule_31233,64.177.141.251
rule_31234,156.121.145.25
rule_31235,101.211.227.234
rule_31236,152.102.139.204
rule_31237,133.236.84.37
rule_31238,143.236.124.142
rule_31239,91.39.244.24
rule_31240,83.129.57.13
rule_31241,46.201.31.191
rule_31242,62.148.137.152
rule_31243,189.34.117.85
rule_31244,90.127.24.224
rule_31245,141.86.245.186
rule_31246,78.108.239.217
rule_31247,139.240.154.140
rule_31248,106.87.211.113
rule_31249,101.121.157.240
rule_31250,99.128.203.21
rule_31251,104.203.239.122
rule_31252,138.135.138.13
rule_31253,82.66.107.1
rule_31254,73.237.16.29
rule_31255,87.32.213.108
rule_31256,168.208.253.120
rule_31257,106.64.173.165
rule_31258,91.218.144.161
rule_31259,83.186.129.244
rule_31260,128.54.213.152
rule_31261,144.37.124.17
rule_31262,49.235.113.226
rule_31263,39.244.100.154
rule_31264,184.252.237.191
rule_31265,57.229.67.59
rule_31266,55.77.104.128
rule_31267,30.222.130.27
rule_31268,103.138.77.203
rule_31269,26.158.226.157
rule_31270,31.76.39.231
rule_31271,168.130.179.46
rule_31272,12.13.113.39
rule_31273,72.25.10.76
rule_31274,23.188.26.185
rule_31275,105.101.188.68
rule_31276,116.52.232.66
rule_31277,174.209.242.194
rule_31278,158.83.217.70
rule_31279,36.152.137.7
rule_31280,129.226.50.33
rule_31281,74.244.173.177
rule_31282,137.18.82.164
rule_31283,156.18.211.237
rule_31284,129.106.157.224
rule_31285,93.52.186.174
rule_31286,152.158.153.129
rule_31287,162.127.230.31
rule_31288,92.31.14.253
rule_31289,191.61.31.37
rule_31290,187.201.30.25
rule_31291,156.54.166.54
rule_31292,63.130.168.186
rule_31293,177.181.55.125
rule_31294,50.22.167.213
rule_31295,143.1.129.145
rule_31296,86.60.207.59
rule_31297,168.228.252.245
rule_31298,13.112.36.98
rule_31299,31.152.38.60
rule_31300,38.61.35.9
rule_31301,62.139.232.200
rule_31302,60.166.58.173
rule_31303,171.214.47.23
rule_31304,132.107.238.142
rule_31305,110.8.162.213
rule_31306,36.226.137.82
rule_31307,101.19.173.232
rule_31308,141.102.71.150
rule_31309,89.67.135.26
rule_31310,87.216.63.254
rule_31311,32.226.88.73
rule_31312,37.76.216.172
rule_31313,73.61.228.209
rule_31314,126.75.27.181
rule_31315,37.122.148.194
rule_31316,16.131.124.138
rule_31317,168.99.114.69
rule_31318,62.75.137.125
rule_31319,24.230.51.215
rule_31320,82.234.231.156
rule_31321,150.224.39.205
rule_31322,160.2.182.58
rule_31323,99.130.53.173
rule_31324,24.171.246.174
rule_31325,153.175.12.94
rule_31326,175.198.241.130
rule_31327,18.173.115.128
rule_31328,17.197.56.96
rule_31329,13.226.203.13
rule_31330,152.88.249.53
rule_31331,110.23.221.85
rule_31332,55.123.124.227
rule_31333,93.150.193.173
rule_31334,166.116.117.240
rule_31335,177.206.227.100
rule_31336,10.132.105.155
rule_31337,70.115.116.83
rule_31338,92.35.197.215
rule_31339,121.157.58.144
rule_31340,22.141.18.79
rule_31341,172.111.199.129
rule_31342,47.205.203.67
rule_31343,135.85.137.7
rule_31344,108.243.248.68
rule_31345,160.250.19.61
rule_31346,80.18.221.7
rule_31347,164.209.31.175
rule_31348,117.92.131.136
rule_31349,19.254.87.182
rule_31350,26.234.224.61
rule_31351,149.75.224.242
rule_31352,99.99.204.119
rule_31353,21.68.153.222
rule_31354,43.167.91.49
rule_31355,78.171.14.82
rule_31356,86.59.83.102
rule_31357,94.44.114.241
rule_31358,141.89.101.94
rule_31359,34.249.239.222
rule_31360,165.123.140.175
rule_31361,62.16.1.10
rule_31362,135.202.194.26
rule_31363,40.137.195.5
rule_31364,176.210.163.247
rule_31365,39.189.198.208
rule_31366,123.164.132.158
rule_31367,158.201.232.220
rule_31368,25.242.101.249
rule_31369,73.75.48.54
rule_31370,82.59.66.202
rule_31371,36.10.251.118
rule_31372,174.102.63.4
rule_31373,154.241.119.239
rule_31374,161.23.28.201
rule_31375,162.134.206.201
rule_31376,36.164.72.234
rule_31377,176.17.62.150
rule_31378,115.244.128.7
rule_31379,120.118.121.224
rule_31380,29.233.211.164
rule_31381,105.238.153.89
rule_31382,75.216.183.142
rule_31383,103.43.159.77
rule_31384,71.136.8.85
rule_31385,66.29.144.183
rule_31386,165.228.113.90
rule_31387,78.95.90.35
rule_31388,111.49.167.206
rule_31389,27.173.15.203
rule_31390,188.222.103.177
rule_31391,52.162.209.51
rule_31392,175.78.89.179
rule_31393,121.187.94.14
rule_31394,96.150.139.157
rule_31395,68.73.29.192
rule_31396,68.138.188.125
rule_31397,52.118.236.79
rule_31398,159.157.167.133
rule_31399,40.152.169.192
rule_31400,162.19.7.249
rule_31401,83.118.175.182
rule_31402,83.163.150.235
rule_31403,14.136.152.96
rule_31404,46.103.227.129
rule_31405,121.106.227.166
rule_31406,54.90.252.242
rule_31407,81.99.13.95
rule_31408,31.8.177.104
rule_31409,132.122.73.232
rule_31410,86.10.8.43
rule_31411,83.177.22.146
rule_31412,169.50.122.195
rule_31413,130.251.82.25
rule_31414,150.219.169.146
rule_31415,134.66.231.76
rule_31416,127.208.36.251
rule_31417,110.51.9.228
rule_31418,180.44.131.239
rule_31419,126.98.136.55
rule_31420,143.20.147.79
rule_31421,51.14.251.168
rule_31422,118.118.88.231
rule_31423,71.58.252.228
rule_31424,187.87.138.219
rule_31425,35.49.172.5
rule_31426,167.230.61.206
